Img_name,Global_score
img543,0
img544,5.0
img545,0
img546,0
img547,5.0
img548,0
img549,7.0
img550,5.0
img551,4.0
img552,6.0
img553,0
img554,0
img555,0
img556,0
img557,5.0
img558,5.0
img559,5.67
img560,4.67
img561,0
img562,6.0
img563,5.67
img564,5.67
img565,6.0
img566,5.0
img567,5.0
img568,6.0
img569,6.0
img570,0
img571,5.0
img572,0
img573,0
img574,6.0
img575,6.0
img576,5.67
img577,0
img578,5.0
img579,6.0
img580,0
img581,0
img582,6.0
img583,0
img584,0
img585,5.0
img586,5.0
img587,0
img588,7.33
img589,5.0
img590,5.0
img591,0
img592,5.33
img593,0
img594,0
img595,0
img596,0
img597,4.0
img598,0
img599,5.0
img600,5.67
img601,5.0
img602,5.0
img603,0
img604,5.67
img605,0
img606,5.67
img607,0
img608,0
img609,5.0
img610,0
img611,0
img612,0
img613,6.0
img614,5.0
img615,6.0
img616,0
img617,0
img618,0
img619,5.67
img620,5.0
img621,0
img622,5.0
img623,5.67
img624,5.0
img625,5.0
img626,5.0
img627,5.67
img628,7.0
img629,6.0
img630,0
img631,5.67
img632,0
img633,5.0
img634,0
img635,7.0
img636,6.0
img637,0
img638,0
img639,5.67
img640,6.0
img641,0
img642,0
img643,5.0
img644,5.0
img645,5.0
img646,6.0
img647,5.0
img648,5.0
img649,0
img650,6.0
img651,5.0
img652,0
img653,2.33
img654,6.0
img655,6.0
img656,5.0
img657,5.0
img658,6.0
img659,0
img660,0
img661,5.67
img662,5.0
img663,6.0
img664,0
img665,5.0
img666,7.0
img667,0
img668,6.0
img669,5.0
img670,5.0
img671,0
img672,5.0
img673,6.0
img674,6.0
img675,0
img676,0
img677,5.0
img678,0
img679,0
img680,5.33
img681,0
img682,5.33
img683,0
img684,4.0
img685,5.0
img686,8.0
img687,5.0
img688,6.0
img689,5.0
img690,0
img691,5.0
img692,0
img693,0
img694,0
img695,5.0
img696,6.0
img697,0
img698,5.0
img699,5.0
img700,0
img701,6.0
img702,5.0
img703,0
img704,0
img705,5.0
img706,5.0
img707,0
img708,0
img709,0
img710,6.0
img711,0
img712,0
img713,5.0
img714,5.67
img715,0
img716,5.67
img717,0
img718,5.0
img719,5.0
img720,5.0
img721,5.67
img722,5.0
img723,0
img724,0
img725,5.67
img726,5.0
img727,5.67
img728,6.0
img729,0
img730,0
img731,0
img732,5.33
img733,5.0
img734,0
img735,5.0
img736,5.0
img737,5.0
img738,0
img739,5.0
img740,0
img741,0
img742,0
img743,0
img744,0
img745,5.67
img746,6.0
img747,0
img748,0
img749,5.0
img750,0
img751,0
img752,7.0
img753,6.0
img754,5.0
img755,0
img756,5.0
img757,5.0
img758,5.0
img759,6.0
img760,4.0
img761,5.0
img762,5.0
img763,6.0
img764,5.0
img765,0
img766,0
img767,6.0
img768,0
img769,6.0
img770,0
img771,6.0
img772,5.0
img773,7.0
img774,0
img775,5.0
img776,0
img777,6.0
img778,6.0
img779,6.0
img780,5.0
img781,0
img782,0
img783,4.0
img784,5.0
img785,5.67
img786,5.0
img787,4.67
img788,0
img789,5.0
img790,0
img791,0
img792,0
img793,5.67
img794,0
img795,0
img796,6.0
img797,6.0
img798,5.0
img799,0
img800,5.0
img801,5.0
img802,6.0
img803,5.0
img804,6.0
img805,0
img806,0
img807,0
img808,6.0
img809,0
img810,6.0
img811,0
img812,5.0
img813,0
img814,5.33
img815,0
img816,6.0
img817,5.0
img818,0
img819,5.0
img820,5.67
img821,0
img822,5.0
img823,5.0
img824,4.0
img825,5.67
img826,0
img827,0
img828,0
img829,5.0
img830,0
img831,0
img832,5.0
img833,5.0
img834,0
img835,5.0
img836,0
img837,0
img838,0
img839,5.0
img840,4.0
img841,5.0
img842,5.67
img843,0
img844,8.0
img845,0
img846,6.0
img847,7.0
img848,5.0
img849,5.0
img850,0
img851,0
img852,0
img853,5.0
img854,0
img855,0
img856,0
img857,5.0
img858,0
img859,0
img860,0
img861,0
img862,6.0
img863,5.0
img864,0
img865,5.0
img866,0
img867,5.0
img868,4.0
img869,0
img870,4.0
img871,5.0
img872,0
img873,5.33
img874,5.67
img875,0
img876,0
img877,4.0
img878,6.0
img879,0
img880,0
img881,0
img882,5.0
img883,6.0
img884,5.0
img885,5.0
img886,5.67
img887,5.0
img888,0
img889,7.33
img890,0
img891,5.0
img892,5.67
img893,6.0
img894,0
img895,0
img896,0
img897,5.0
img898,6.0
img899,6.0
img900,5.67
img901,5.0
img902,5.0
img903,0
img904,5.0
img905,0
img906,0
img907,0
img908,5.67
img909,5.33
img910,4.0
img911,5.0
img912,6.0
img913,5.0
img914,6.0
img915,0
img916,5.67
img917,6.0
img918,5.0
img919,0
img920,6.0
img921,5.67
img922,5.0
img923,0
img924,0
img925,0
img926,4.0
img927,5.0
img928,0
img929,7.0
img930,5.67
img931,0
img932,4.0
img933,0
img934,0
img935,0
img936,0
img937,5.0
img938,0
img939,0
img940,0
img941,6.0
img942,5.0
img943,0
img944,0
img945,5.0
img946,5.0
img947,0
img948,6.0
img949,5.67
img950,0
img951,0
img952,5.0
img953,0
img954,5.0
img955,5.0
img956,0
img957,0
img958,0
img959,5.0
img960,0
img961,5.0
img962,0
img963,6.0
img964,0
img965,6.0
img966,7.0
img967,6.0
img968,5.0
img969,6.0
img970,5.0
img971,5.67
img972,0
img973,0
img974,6.0
img975,5.0
img976,0
img977,0
img978,5.0
img979,0
img980,0
img981,4.0
img982,5.67
img983,0
img984,5.0
img985,6.0
img986,0
img987,7.0
img988,0
img989,5.0
img990,5.0
img991,5.0
img992,5.0
img993,5.67
img994,0
img995,0
img996,0
img997,0
img998,0
img999,5.0
img1000,5.0
img1001,4.0
img1002,5.0
img1003,5.0
img1004,5.0
img1005,5.0
img1006,0
img1007,6.0
img1008,0
img1009,6.0
img1010,0
img1011,5.0
img1012,6.0
img1013,5.0
img1014,5.0
img1015,6.0
img1016,5.67
img1017,0
img1018,5.0
img1019,5.67
img1020,5.0
img1021,5.0
img1022,5.67
img1023,6.0
img1024,5.0
img1025,0
img1026,5.0
img1027,0
img1028,7.0
img1029,6.0
img1030,4.0
img1031,6.0
img1032,4.0
img1033,5.0
img1034,5.0
img1035,0
img1036,5.67
img1037,6.0
img1038,5.67
img1039,0
img1040,0
img1041,5.0
img1042,5.0
img1043,0
img1044,0
img1045,5.0
img1046,0
img1047,0
img1048,0
img1049,0
img1050,6.0
img1051,7.0
img1052,6.0
img1053,0
img1054,5.0
img1055,0
img1056,6.0
img1057,5.67
img1058,0
img1059,5.0
img1060,0
img1061,0
img1062,0
img1063,5.0
img1064,0
img1065,0
img1066,0
img1067,6.0
img1068,0
img1069,5.0
img1070,4.0
img1071,0
img1072,0
img1073,0
img1074,0
img1075,5.0
img1076,2.33
img1077,5.0
img1078,4.0
img1079,0
img1080,0
img1081,6.0
img1082,5.67
img1083,0
img1084,5.0
img1085,0
img1086,0
img1087,1.67
img1088,5.0
img1089,4.33
img1090,5.0
img1091,6.0
img1092,6.0
img1093,6.0
img1094,4.0
img1095,6.0
img1096,5.67
img1097,5.0
img1098,0
img1099,5.67
img1100,6.0
img1101,2.33
img1102,0
img1103,5.0
img1104,5.0
img1105,5.0
img1106,4.33
img1107,0
img1108,0
img1109,0
img1110,0
img1111,0
img1112,0
img1113,5.0
img1114,0
img1115,5.0
img1116,5.67
img1117,5.0
img1118,7.0
img1119,5.0
img1120,4.0
img1121,5.0
img1122,5.0
img1123,0
img1124,7.0
img1125,0
img1126,5.0
img1127,5.0
img1128,5.67
img1129,5.0
img1130,0
img1131,5.0
img1132,0
img1133,0
img1134,6.0
img1135,6.0
img1136,6.0
img1137,0
img1138,0
img1139,5.0
img1140,0
img1141,0
img1142,5.0
img1143,5.0
img1144,0
img1145,6.33
img1146,0
img1147,5.33
img1148,5.67
img1149,5.0
img1150,0
img1151,4.0
img1152,5.67
img1153,5.0
img1154,0
img1155,5.0
img1156,5.67
img1157,0
img1158,0
img1159,0
img1160,6.0
img1161,6.0
img1162,5.67
img1163,0
img1164,5.67
img1165,6.0
img1166,6.0
img1167,5.0
img1168,0
img1169,5.0
img1170,0
img1171,5.67
img1172,0
img1173,5.67
img1174,6.0
img1175,5.67
img1176,0
img1177,5.67
img1178,5.0
img1179,0
img1180,6.0
img1181,0
img1182,0
img1183,0
img1184,0
img1185,5.67
img1186,6.0
img1187,5.67
img1188,5.67
img1189,0
img1190,6.0
img1191,0
img1192,6.0
img1193,0
img1194,0
img1195,7.0
img1196,6.0
img1197,0
img1198,0
img1199,5.0
img1200,5.67
img1201,5.0
img1202,5.0
img1203,6.0
img1204,5.0
img1205,0
img1206,4.0
img1207,5.67
img1208,0
img1209,6.0
img1210,5.67
img1211,0
img1212,5.0
img1213,5.0
img1214,6.0
img1215,6.0
img1216,6.0
img1217,6.0
img1218,5.0
img1219,5.0
img1220,6.0
img1221,6.0
img1222,4.0
img1223,5.67
img1224,5.0
img1225,5.67
img1226,0
img1227,5.0
img1228,5.33
img1229,0
img1230,5.0
img1231,0
img1232,5.67
img1233,5.0
img1234,5.67
img1235,6.0
img1236,5.0
img1237,5.0
img1238,5.67
img1239,5.67
img1240,6.0
img1241,0
img1242,0
img1243,0
img1244,0
img1245,0
img1246,5.0
img1247,6.0
img1248,5.0
img1249,0
img1250,0
img1251,0
img1252,0
img1253,6.0
img1254,7.0
img1255,0
img1256,5.0
img1257,0
img1258,0
img1259,5.0
img1260,5.0
img1261,6.0
img1262,6.67
img1263,0
img1264,0
img1265,5.0
img1266,0
img1267,5.0
img1268,5.0
img1269,0
img1270,0
img1271,7.0
img1272,5.0
img1273,2.33
img1274,5.67
img1275,5.67
img1276,0
img1277,0
img1278,5.67
img1279,6.0
img1280,6.0
img1281,0
img1282,0
img1283,5.0
img1284,5.0
img1285,6.0
img1286,0
img1287,0
img1288,0
img1289,5.67
img1290,0
img1291,0
img1292,5.0
img1293,0
img1294,5.33
img1295,4.0
img1296,5.67
img1297,5.0
img1298,5.67
img1299,5.67
img1300,6.0
img1301,5.0
img1302,0
img1303,5.67
img1304,5.67
img1305,5.67
img1306,0
img1307,0
img1308,0
img1309,5.67
img1310,0
img1311,6.0
img1312,5.0
img1313,5.67
img1314,0
img1315,0
img1316,0
img1317,0
img1318,6.0
img1319,7.0
img1320,6.0
img1321,0
img1322,5.0
img1323,0
img1324,0
img1325,0
img1326,6.0
img1327,0
img1328,5.0
img1329,5.0
img1330,6.0
img1331,6.0
img1332,0
img1333,6.0
img1334,0
img1335,5.67
img1336,3.33
img1337,0
img1338,0
img1339,6.0
img1340,5.0
img1341,6.0
img1342,5.0
img1343,5.0
img1344,5.67
img1345,0
img1346,0
img1347,0
img1348,5.0
img1349,6.0
img1350,0
img1351,6.0
img1352,5.67
img1353,0
img1354,0
img1355,0
img1356,5.0
img1357,0
img1358,0
img1359,5.67
img1360,0
img1361,0
img1362,5.0
img1363,0
img1364,0
img1365,5.67
img1366,0
img1367,0
img1368,5.0
img1369,0
img1370,6.0
img1371,5.0
img1372,5.0
img1373,6.0
img1374,5.0
img1375,0
img1376,6.0
img1377,0
img1378,5.0
img1379,5.0
img1380,5.0
img1381,6.0
img1382,5.0
img1383,0
img1384,6.0
img1385,6.67
img1386,0
img1387,0
img1388,4.0
img1389,6.0
img1390,4.0
img1391,0
img1392,6.0
img1393,5.0
img1394,5.0
img1395,5.0
img1396,0
img1397,0
img1398,0
img1399,6.0
img1400,6.0
img1401,0
img1402,0
img1403,0
img1404,5.67
img1405,7.0
img1406,6.0
img1407,5.0
img1408,0
img1409,0
img1410,5.0
img1411,0
img1412,5.67
img1413,5.0
img1414,0
img1415,5.0
img1416,0
img1417,0
img1418,6.0
img1419,5.0
img1420,6.0
img1421,5.67
img1422,5.0
img1423,0
img1424,6.0
img1425,0
img1426,0
img1427,6.0
img1428,0
img1429,5.0
img1430,6.0
img1431,5.67
img1432,5.0
img1433,5.0
img1434,5.0
img1435,5.0
img1436,5.67
img1437,4.0
img1438,0
img1439,5.67
img1440,5.0
img1441,0
img1442,5.67
img1443,0
img1444,0
img1445,0
img1446,5.0
img1447,0
img1448,5.0
img1449,5.0
img1450,5.67
img1451,0
img1452,0
img1453,0
img1454,6.0
img1455,0
img1456,6.0
img1457,5.0
img1458,7.0
img1459,5.0
img1460,5.33
img1461,0
img1462,0
img1463,7.0
img1464,5.0
img1465,0
img1466,0
img1467,5.67
img1468,5.0
img1469,0
img1470,0
img1471,4.0
img1472,5.0
img1473,5.0
img1474,0
img1475,0
img1476,0
img1477,0
img1478,6.0
img1479,5.67
img1480,0
img1481,0
img1482,0
img1483,5.0
img1484,5.0
img1485,5.0
img1486,5.67
img1487,5.67
img1488,7.0
img1489,6.0
img1490,0
img1491,5.33
img1492,0
img1493,0
img1494,0
img1495,5.0
img1496,6.0
img1497,0
img1498,6.0
img1499,4.0
img1500,0
img1501,5.0
img1502,0
img1503,0
img1504,0
img1505,5.67
img1506,5.0
img1507,6.0
img1508,0
img1509,0
img1510,5.67
img1511,0
img1512,7.0
img1513,0
img1514,5.0
img1515,0
img1516,0
img1517,0
img1518,0
img1519,5.67
img1520,0
img1521,5.33
img1522,0
img1523,5.0
img1524,5.0
img1525,0
img1526,5.67
img1527,5.0
img1528,0
img1529,6.0
img1530,5.33
img1531,6.0
img1532,5.0
img1533,0
img1534,4.0
img1535,0
img1536,0
img1537,0
img1538,5.0
img1539,5.0
img1540,6.0
img1541,0
img1542,0
img1543,6.0
img1544,0
img1545,5.67
img1546,5.0
img1547,5.0
img1548,5.0
img1549,0
img1550,4.0
img1551,0
img1552,0
img1553,0
img1554,6.0
img1555,5.0
img1556,0
img1557,0
img1558,5.0
img1559,6.0
img1560,5.0
img1561,0
img1562,7.33
img1563,0
img1564,6.0
img1565,5.67
img1566,5.67
img1567,5.0
img1568,0
img1569,0
img1570,0
img1571,6.0
img1572,0
img1573,0
img1574,0
img1575,5.0
img1576,0
img1577,8.0
img1578,0
img1579,0
img1580,4.0
img1581,6.0
img1582,0
img1583,5.0
img1584,7.0
img1585,4.0
img1586,0
img1587,5.0
img1588,6.0
img1589,5.0
img1590,0
img1591,7.0
img1592,0
img1593,0
img1594,0
img1595,0
img1596,0
img1597,0
img1598,6.0
img1599,0
img1600,6.0
img1601,5.0
img1602,5.0
img1603,0
img1604,7.0
img1605,5.0
img1606,0
img1607,5.0
img1608,5.67
img1609,0
img1610,5.0
img1611,5.0
img1612,5.0
img1613,5.0
img1614,5.67
img1615,5.0
img1616,0
img1617,4.67
img1618,5.67
img1619,0
img1620,0
img1621,5.0
img1622,0
img1623,5.0
img1624,5.0
img1625,0
img1626,0
img1627,5.0
img1628,5.67
img1629,5.0
img1630,0
img1631,5.0
img1632,5.0
img1633,0
img1634,0
img1635,0
img1636,6.0
img1637,0
img1638,0
img1639,5.0
img1640,0
img1641,5.0
img1642,0
img1643,4.0
img1644,5.0
img1645,0
img1646,5.0
img1647,0
img1648,6.0
img1649,0
img1650,0
img1651,5.67
img1652,5.0
img1653,0
img1654,0
img1655,5.0
img1656,5.0
img1657,0
img1658,5.0
img1659,5.0
img1660,5.67
img1661,6.0
img1662,0
img1663,0
img1664,5.67
img1665,5.0
img1666,0
img1667,5.0
img1668,0
img1669,6.0
img1670,5.67
img1671,5.0
img1672,5.0
img1673,0
img1674,5.67
img1675,0
img1676,5.0
img1677,0
img1678,6.0
img1679,6.0
img1680,6.0
img1681,5.67
img1682,0
img1683,0
img1684,0
img1685,0
img1686,0
img1687,5.0
img1688,0
img1689,0
img1690,0
img1691,0
img1692,5.0
img1693,6.0
img1694,0
img1695,5.0
img1696,5.0
img1697,5.0
img1698,6.0
img1699,0
img1700,0
img1701,5.33
img1702,6.0
img1703,7.0
img1704,0
img1705,5.67
img1706,0
img1707,0
img1708,0
img1709,0
img1710,5.0
img1711,5.0
img1712,5.0
img1713,5.0
img1714,5.0
img1715,5.0
img1716,0
img1717,5.0
img1718,0
img1719,6.0
img1720,7.0
img1721,4.0
img1722,0
img1723,0
img1724,5.0
img1725,5.0
img1726,5.0
img1727,3.67
img1728,6.0
img1729,5.0
img1730,0
img1731,6.0
img1732,0
img1733,0
img1734,4.0
img1735,5.0
img1736,6.0
img1737,5.0
img1738,5.0
img1739,5.0
img1740,6.0
img1741,4.0
img1742,0
img1743,0
img1744,5.67
img1745,0
img1746,4.0
img1747,6.0
img1748,5.0
img1749,5.0
img1750,0
img1751,5.67
img1752,5.0
img1753,5.0
img1754,0
img1755,5.0
img1756,0
img1757,0
img1758,6.0
img1759,0
img1760,5.33
img1761,0
img1762,6.0
img1763,6.0
img1764,0
img1765,4.0
img1766,0
img1767,6.0
img1768,0
img1769,4.0
img1770,5.0
img1771,6.33
img1772,0
img1773,5.67
img1774,3.0
img1775,0
img1776,5.67
img1777,0
img1778,5.67
img1779,5.0
img1780,0
img1781,5.0
img1782,6.0
img1783,5.0
img1784,5.67
img1785,5.0
img1786,7.0
img1787,0
img1788,0
img1789,0
img1790,0
img1791,5.0
img1792,6.0
img1793,0
img1794,6.0
img1795,0
img1796,0
img1797,0
img1798,5.0
img1799,6.0
img1800,6.0
img1801,0
img1802,0
img1803,7.0
img1804,5.0
img1805,0
img1806,7.0
img1807,0
img1808,5.0
img1809,0
img1810,4.0
img1811,5.67
img1812,5.0
img1813,5.0
img1814,0
img1815,5.0
img1816,5.33
img1817,6.0
img1818,5.0
img1819,5.0
img1820,0
img1821,6.0
img1822,0
img1823,0
img1824,5.0
img1825,7.33
img1826,0
img1827,0
img1828,0
img1829,6.0
img1830,5.67
img1831,0
img1832,0
img1833,5.67
img1834,0
img1835,0
img1836,0
img1837,6.0
img1838,0
img1839,0
img1840,6.0
img1841,5.0
img1842,0
img1843,5.67
img1844,5.0
img1845,0
img1846,0
img1847,0
img1848,5.0
img1849,0
img1850,5.0
img1851,5.0
img1852,5.67
img1853,5.0
img1854,4.0
img1855,5.0
img1856,5.0
img1857,5.0
img1858,0
img1859,4.0
img1860,0
img1861,5.0
img1862,6.0
img1863,5.0
img1864,0
img1865,5.0
img1866,0
img1867,0
img1868,0
img1869,6.0
img1870,0
img1871,5.67
img1872,5.67
img1873,6.0
img1874,5.0
img1875,4.33
img1876,6.0
img1877,0
img1878,4.0
img1879,0
img1880,6.0
img1881,5.0
img1882,5.67
img1883,0
img1884,5.67
img1885,0
img1886,5.0
img1887,6.0
img1888,5.0
img1889,0
img1890,6.0
img1891,6.0
img1892,5.0
img1893,0
img1894,0
img1895,0
img1896,0
img1897,6.0
img1898,0
img1899,6.0
img1900,0
img1901,0
img1902,7.0
img1903,6.33
img1904,5.0
img1905,0
img1906,0
img1907,0
img1908,0
img1909,5.67
img1910,5.0
img1911,5.0
img1912,6.0
img1913,5.0
img1914,0
img1915,5.0
img1916,5.0
img1917,5.0
img1918,0
img1919,6.0
img1920,6.0
img1921,6.0
img1922,0
img1923,0
img1924,7.0
img1925,6.0
img1926,4.33
img1927,6.0
img1928,0
img1929,0
img1930,5.0
img1931,0
img1932,0
img1933,0
img1934,5.0
img1935,0
img1936,0
img1937,0
img1938,0
img1939,6.0
img1940,0
img1941,0
img1942,5.67
img1943,5.0
img1944,0
img1945,5.0
img1946,6.0
img1947,7.0
img1948,5.0
img1949,5.0
img1950,6.0
img1951,0
img1952,6.0
img1953,0
img1954,3.0
img1955,5.0
img1956,0
img1957,0
img1958,0
img1959,6.0
img1960,4.0
img1961,0
img1962,6.0
img1963,6.0
img1964,5.0
img1965,5.0
img1966,4.0
img1967,0
img1968,4.0
img1969,0
img1970,5.0
img1971,5.0
img1972,5.0
img1973,0
img1974,5.67
img1975,0
img1976,6.0
img1977,4.33
img1978,5.67
img1979,5.67
img1980,0
img1981,0
img1982,0
img1983,6.0
img1984,0
img1985,5.0
img1986,5.0
img1987,0
img1988,0
img1989,6.33
img1990,0
img1991,7.0
img1992,8.0
img1993,5.0
img1994,6.0
img1995,6.0
img1996,6.0
img1997,5.0
img1998,5.0
img1999,5.0
img2000,7.0
img2001,8.0
img2002,6.0
img2003,5.0
img2004,6.0
img2005,6.0
img2006,0
img2007,5.0
img2008,5.0
img2009,0
img2010,5.0
img2011,5.0
img2012,6.0
img2013,0
img2014,5.0
img2015,0
img2016,0
img2017,6.0
img2018,7.0
img2019,5.0
img2020,5.0
img2021,3.0
img2022,0
img2023,0
img2024,0
img2025,5.0
img2026,0
img2027,5.0
img2028,6.0
img2029,0
img2030,0
img2031,5.0
img2032,5.67
img2033,4.67
img2034,5.0
img2035,0
img2036,0
img2037,6.0
img2038,5.33
img2039,0
img2040,6.0
img2041,0
img2042,0
img2043,0
img2044,0
img2045,0
img2046,0
img2047,5.0
img2048,6.0
img2049,0
img2050,0
img2051,6.0
img2052,5.0
img2053,3.33
img2054,5.67
img2055,0
img2056,5.67
img2057,4.67
img2058,5.67
img2059,5.0
img2060,0
img2061,5.67
img2062,5.0
img2063,4.0
img2064,7.0
img2065,5.0
img2066,0
img2067,0
img2068,6.0
img2069,0
img2070,6.0
img2071,0
img2072,0
img2073,0
img2074,4.67
img2075,5.33
img2076,0
img2077,7.0
img2078,0
img2079,5.0
img2080,6.0
