Img_name,Global_score
img279,0
img280,0
img281,0
img282,5.0
img283,5.0
img284,6.33
img285,6.0
img286,5.0
img287,6.0
img288,0
img289,0
img290,0
img291,2.67
img292,0
img293,4.67
img294,0
img295,0
img296,6.0
img297,0
img298,0
img299,0
img300,7.0
img301,0
img302,0
img303,0
img304,3.33
img305,6.0
img306,0
img307,4.33
img308,0
img309,0
img310,6.0
img311,6.0
img312,0
img313,8.0
img314,3.33
img315,0
img316,0
img317,0
img318,2.67
img319,0
img320,6.0
img321,0
img322,0
img323,0
img324,0
img325,0
img326,0
img327,6.0
img328,0
img329,5.0
img330,0
img331,0
img332,0
img333,0
img334,0
img335,0
img336,4.67
img337,0
img338,0
img339,0
img340,6.0
img341,3.0
img342,0
img343,5.67
img344,6.0
img345,6.67
img346,7.0
img347,0
img348,0
img349,0
img350,5.0
img351,0
img352,3.33
img353,0
img354,4.0
img355,6.0
img356,0
img357,2.67
img358,6.0
img359,0
img360,0
img361,6.0
img362,0
img363,5.67
img364,0
img365,4.0
img366,0
img367,0
img368,0
img369,8.0
img370,4.0
img371,0
img372,4.0
img373,0
img374,0
img375,0
img376,7.0
img377,2.67
img378,5.0
img379,0
img380,0
img381,0
img382,6.0
img383,0
img384,0
img385,0
img386,4.0
img387,6.0
img388,0
img389,3.33
img390,0
img391,0
img392,0
img393,6.0
img394,0
img395,5.67
img396,6.0
img397,0
img398,6.0
img399,0
img400,0
img401,8.0
img402,0
img403,0
img404,6.0
img405,0
img406,0
img407,0
img408,0
img409,3.33
img410,5.67
img411,0
img412,0
img413,0
img414,0
img415,0
img416,0
img417,8.0
img418,0
img419,0
img420,4.0
img421,5.0
img422,0
img423,0
img424,0
img425,0
img426,5.33
img427,3.33
img428,0
img429,0
img430,4.33
img431,4.0
img432,0
img433,4.0
img434,0
img435,0
img436,0
img437,6.0
img438,0
img439,0
img440,4.0
img441,4.0
img442,0
img443,0
img444,4.67
img445,6.0
img446,0
img447,0
img448,0
img449,0
img450,4.0
img451,0
img452,0
img453,0
img454,0
img455,6.0
img456,3.33
img457,3.33
img458,0
img459,0
img460,3.33
img461,0
img462,4.67
img463,0
img464,0
img465,0
img466,7.0
img467,0
img468,0
img469,0
img470,0
img471,0
img472,0
img473,2.67
img474,0
img475,4.0
img476,0
img477,0
img478,0
img479,0
img480,4.0
img481,0
img482,0
img483,0
img484,0
img485,0
img486,0
img487,0
img488,4.0
img489,3.33
img490,6.33
img491,3.33
img492,6.0
img493,6.0
img494,8.0
img495,0
img496,4.33
img497,6.33
img498,3.33
img499,4.0
